Raga,Tonic,Filename,Link,Instrument,Start time,Artist,Gender,Channel,Bandish,End time,Notes
Kaushik Dhwani,E,Kaushik Dhwani_6,https://youtu.be/t9hh_411RYQ?si=AAMGlTwL0M_FXpD9,Flute,,Rakesh Chaurasia,M,,,,
Kaushik Dhwani,D,Kaushik Dhwani_7,https://youtu.be/TiGK1GOa_WU?si=Sane9YkUxBbJ5QEV,Vocal,,Ustad Salamat Ali & Ustad Nazakat Ali,M,,,,
Kaushik Dhwani,G#,Kaushik Dhwani_8,https://youtu.be/vk-nmx17Y_k?si=N7bjVPd2xo7BhEw_,Vocal,,Fariha Parvez,F,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_9,https://youtu.be/r2APW1j9I8I?si=0V_frjQly7eifVz1,Vocal,,Bade Ghulam Ali Khan,M,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_10,https://youtu.be/SbsEHkcpSCw?si=1tE6ifNzTdAN80Zi,Vocal,,Shahzad Ali Khan,M,,,,
Kedar,D,Kedar_1,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Kedar,E,Kedar_2,,Vocal,,Jayateerth Mevundi,M,CompMusic DB,,,
Kedar,C#,Kedar_3,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_4,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_5,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_6,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_7,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_8,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Kedar,D,Kedar_9,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Kedar,C#,Kedar_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khamaj,C#,Khamaj_1,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Khamaj,C,Khamaj_2,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Khamaj,C,Khamaj_3,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Khamaj,C,Khamaj_4,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Khamaj,C,Khamaj_5,,Vocal,,Abdul Rashid Khan,M,CompMusic DB,,,
Khamaj,C#,Khamaj_6,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khamaj,C#,Khamaj_7,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khamaj,C#,Khamaj_8,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khamaj,C#,Khamaj_9,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khamaj,C#,Khamaj_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Khambhavati,C#,Khambhavati_1,https://youtu.be/3g4I0IzpBbQ?si=D0iCt3nD0GMc63NZ,Vocal,,Bhimsen Joshi,M,,,,
Khambhavati,D#,Khambhavati_2,https://youtu.be/jS_hrCj-4wA?si=5QMJOZGcO6iRiO8O,Vocal,,D V Paluskar,M,,,,
Khambhavati,A#,Khambhavati_3,https://youtu.be/v1w61MlvKAU?si=g-HMb1vN5zTngubc,Vocal,,Kishori Amonkar,F,,,,
Khambhavati,A#,Khambhavati_4,https://youtu.be/DEld5lF_ms0?si=xNJFNay5tfIzKMZ2,Vocal,,Ashwini Bhide,F,,,,
Khambhavati,A#,Khambhavati_5,https://youtu.be/oPT03wh_CuM?si=aOGJhAoQgJO9Q4ZH,Vocal,,Gangubhai Hangal,F,,,,
Khambhavati,D#,Khambhavati_6,https://youtu.be/QNC2oPxD3es?si=CqXHHPsJSG0XxgWw,Vocal,,Vinayak Torvi,M,,,,
Khambhavati,D,Khambhavati_7,https://youtu.be/nuCOB4dl9FA?si=53pKJrevFooLUBhI,Vocal,,Fareed Hassan,M,,,,
Khambhavati,A#,Khambhavati_8,https://youtu.be/ALlftHVVlLk?si=3hYOPWy1sSzWLN8Y,Vocal,,Devaki Pandit,F,,,,
Kirwani,D#,Kirwani_1,https://youtu.be/wM65ML547Ho?si=-4dWUN3Vndh5YwJ-,Vocal,,Nagesh Adagaonkar,M,,,,
Kirwani,E,Kirwani_2,https://youtu.be/ncQaY1iA15U?si=FrCp_j_z6LpcNlWc,Flute,,Rakesh Chaurasia,M,,,,
Kirwani,D,Kirwani_3,https://youtu.be/xrhtPK5-RSM?si=Tz7WYiN_GUEGOhA0,Vocal,,Rashid Khan,M,,,,
Kirwani,C#,Kirwani_4,https://youtu.be/b_BMoFwbNQY?si=lUbe_wsFpAbLPgmI,Vocal,,Bhimsen Joshi,M,,,,
Kirwani,D,Kirwani_5,https://youtu.be/KEygiM7E8yU?si=rgaMA9Oup0U3Hrbq,Vocal,,Vijay Koparkar,M,,,,
Kirwani,A#,Kirwani_6,https://youtu.be/_Uge3_CKQNU?si=V8TagcTjHv6hcGXX,Vocal,,Manali Bose,F,1001 Bandishes,,,
Kirwani,D,Kirwani_7,https://youtu.be/5r0mq_paPxg?si=P3En2mMtLq6rRCl_,Vocal,,Rashid Khan,M,,,,
Kirwani,D#,Kirwani_8,https://youtu.be/i051DNFnd68?si=w52mBivLcEBilrbA,Vocal,,Krishna Bongane,M,,,,
Kirwani,D,Kirwani_9,https://youtu.be/J-wt2snhhQc?si=RSF1xoxsW9umiUyu,Vocal,,Rashid Khan,M,,,,
Kirwani,A,Kirwani_10,https://youtu.be/bRdrbdPif8E?si=FJv-Ui_g28iRZC4b,Vocal,,Trina Chatterjee,F,,,,
Lalit,D,Lalit_1,,Vocal,,Dattatreya L Velankar,M,CompMusic DB,,,
Lalit,A#,Lalit_2,,Vocal,,Kishori Amonkar,F,CompMusic DB,,,
Lalit,A#,Lalit_3,,Vocal,,Kishori Amonkar,F,CompMusic DB,,,
Lalit,F,Lalit_4,,Vocal,,Omkarnath Thakur,M,CompMusic DB,,,
Lalit,F,Lalit_5,,Vocal,,Omkarnath Thakur,M,CompMusic DB,,,
Lalit,C#,Lalit_6,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Lalit,D,Lalit_7,,Vocal,,Rajan Sajan Mishra,M,CompMusic DB,,,
Lalit,D#,Lalit_8,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Lalit,D#,Lalit_9,,Vocal,,Omkar Dadarkar,M,CompMusic DB,,,
Lalit,C#,Lalit_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Lanka Dahan Sarang,A,Lanka Dahan Sarang_1,https://youtu.be/zV1IG1SepqA?si=dSrF3_Td_2MvB7Nf,Vocal,,Shruti Sadolikar,F,,,,
Lanka Dahan Sarang,G#,Lanka Dahan Sarang_2,https://youtu.be/_zMinS2c9qA?si=N_z1Nw-l-D_PaKu-,Vocal,,Manjini Asanare,F,,,,
Lanka Dahan Sarang,D#,Lanka Dahan Sarang_3,https://youtu.be/s83Fj8SEs-k?si=S1wYHvrY0U5TMb_1,Vocal,,Mallikarjun Mansur,M,,,,
Lanka Dahan Sarang,D#,Lanka Dahan Sarang_4,https://youtu.be/PV15vohXgG0?si=JhnYi21vmpgjqcE8,Vocal,,Dinkar Panshikar,M,,,,
Lanka Dahan Sarang,C#,Lanka Dahan Sarang_5,https://youtu.be/KtmyOUEDpXA?si=wQUlaV84CPC6XFyg,Vocal,,Vilayat Hussain Khan ,M,,,,
Lanka Dahan Sarang,E,Lanka Dahan Sarang_6,https://youtu.be/SprppaO9GYY?si=SwZLg6b6yVeSXMty,Flute,,Rajendra Prasanna,M,,,,
Lanka Dahan Sarang,C,Lanka Dahan Sarang_7,https://youtu.be/k-RfFGPFUOQ?si=8sjZ45XV_f1NBxjf,Sarod,,Rajeev Taranath ,M,,,,
Lanka Dahan Sarang,C,Lanka Dahan Sarang_8,https://youtu.be/CN48HtVdgVU?si=T3E56S3CVSVu5aQ5,Vocal,,Khadim Hussain Khan,M,,,,Recording is not great
Lanka Dahan Sarang,E,Lanka Dahan Sarang_9,https://youtu.be/1s35FHQlESY?si=dVbegNokUS1u9MbB,Sarangi,,Shakoor Khan,M,,,,
Madhukauns,A,Madhukauns_1,,Vocal,,Aarti Anklikar Tikekar,F,CompMusic DB,,,
Madhukauns,D,Madhukauns_2,,Vocal,,Jagdish Prasad,M,CompMusic DB,,,
Madhukauns,A#,Madhukauns_3,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Madhukauns,A#,Madhukauns_4,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Madhukauns,D#,Madhukauns_5,,Vocal,,Vasantrao Deshpande,M,CompMusic DB,,,
Madhukauns,C#,Madhukauns_6,,Vocal,,Amir Khan,M,CompMusic DB,,,
Madhukauns,A#,Madhukauns_7,,Vocal,,Veena Sahasrabuddhe,F,CompMusic DB,,,
Madhukauns,A,Madhukauns_8,,Vocal,,Veena Sahasrabuddhe,F,CompMusic DB,,,
Madhukauns,A,Madhukauns_9,,Vocal,,Veena Sahasrabuddhe,F,CompMusic DB,,,
Madhukauns,D,Madhukauns_10,,Vocal,,Kaustav Kanti Ganguly,M,CompMusic DB,,,
Madhumand Sarang,A#,Madhumand Sarang_1,https://youtu.be/YZujnbeOaO8?si=TKCOs8zIAj2fdU1t,Vocal,,Veena Sahasrabuddhe,F,,,,
Madhumand Sarang,C#,Madhumand Sarang_2,https://youtu.be/vxGSeCi72nE?si=jGnP3hiWIMYz0XMY,Vocal,,Pt. Jasraj,M,,,,
Madhumand Sarang,F#,Madhumand Sarang_3,https://youtu.be/1WpuANyTX1s?si=-JrbVbNF3XNM5sPi,Vocal,,Kumar Gandharv,M,,,,
Madhumand Sarang,D,Madhumand Sarang_4,https://youtu.be/VdostKXHFpo?si=u30Iy34GTvBbUpS5,Vocal,,Mashkoor Ali Khan,M,,,,
Madhumand Sarang,G#,Madhumand Sarang_5,https://youtu.be/DerC0YmGft4?si=xJrcru3JiudaIvgN,Vocal,,Geeta Gulvady,F,,,,
Madhumand Sarang,A#,Madhumand Sarang_6,https://youtu.be/1xv00HKtOcE?si=PZLyHciCSZHF3fsG,Vocal,,Kishori Amonkar,F,,,,
Madhumand Sarang,E,Madhumand Sarang_7,https://youtu.be/ZqgW7I1tpkk?si=fyH16iE1t8aLgcxo,Vocal,,Kaivalyakumar,M,,,,
Madhumand Sarang,D#,Madhumand Sarang_8,https://youtu.be/glqTRXkbRbc?si=ia5zimQE49UwOfaL,Vocal,,Venkatesh Kumar,M,,,,
Madhumand Sarang,C#,Madhumand Sarang_9,https://youtu.be/kjUZzGNqm5g?si=nBtLwXsVo6EH33xt,Sitar,,Nikhil Banerjee,M,,,,
Madhumand Sarang,A#,Madhumand Sarang_10,https://youtu.be/lH15Iv2uX2g?si=i2NqCsPtMV9VWvqE,Vocal,,Ashwini Bhide,F,,,,
Madhuvanti,E,Madhuvanti_1,https://youtu.be/nMo351735os?si=LSQwbSaeIUiv5wY-,Flute,,Hariprasad Chaurasia,M,,,,
Madhuvanti,D,Madhuvanti_2,https://youtu.be/mtCHo-53QGQ?si=H-xlPF6hLFZCO2NQ,Vocal,,Mahesh Kale,M,,,,
Madhuvanti,A#,Madhuvanti_3,https://youtu.be/yFICh0o79bI?si=4bKaCSYB5L-LiRjL,Vocal,,Kaushiki Chakraborti,F,,,,
Madhuvanti,D,Madhuvanti_4,https://youtu.be/CTKBESpQVFY?si=PHyxC3oGIGaQYu3p,Flute,,Rajendra Prasanna,M,,,,
Madhuvanti,C#,Madhuvanti_5,https://youtu.be/F8Rlfm36dN8?si=HX1wMOa-ZVKSrnw4,Vocal,,Pt. Jasraj,M,,,,
Madhuvanti,D#,Madhuvanti_6,https://youtu.be/VTOX-_ecLC4?si=iZmI34Ju1J_b06on,Vocal,,Subha Ghosh,F,,,,
Madhuvanti,A#,Madhuvanti_7,https://youtu.be/GZ3ihpi690I?si=BxnMHVSmei8vilGB,Vocal,,Parveen Sultana,F,,,,
Madhuvanti,D,Madhuvanti_8,https://youtu.be/zgdS5mnaSRU?si=UpE86_OfVaPYeAb5,Vocal,,Rashid Khan,M,,,,
Madhuvanti,A#,Madhuvanti_9,https://youtu.be/aWZdiCjtXC8?si=ZpgODbMQXcbkLN2E,Vocal,,Prabha Atre,F,,,,
Madhuvanti,C#,Madhuvanti_10,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Madhuvanti,A,Madhuvanti_11,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Madhuvanti,D#,Madhuvanti_12,,Vocal,,"Rajnish Mishra, Ritesh Mishra",M,CompMusic DB,,,
Madhuvanti,C#,Madhuvanti_13,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Madhuvanti,C#,Madhuvanti_14,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Madhuvanti,C#,Madhuvanti_15,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Madhuvanti,A,Madhuvanti_16,,Vocal,,Shubha Mudgal,F,CompMusic DB,,,
Madhuvanti,A#,Madhuvanti_17,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Madhuvanti,A#,Madhuvanti_18,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Madhuvanti,A#,Madhuvanti_19,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Malgunji,B,Malgunji_1,https://youtu.be/2Yzi_PWuxLg?si=WDVl4IoAPG93WwWg,Vocal,,Manali Bose,F,1001 Bandishes,,,
Malgunji,G#,Malgunji_2,https://youtu.be/ZO19_pYASog?si=7AMGQRQ8IV-0bE7p,Vocal,,Shubha Mudgal,F,,,,
Malgunji,A,Malgunji_3,https://youtu.be/CYpjCJ1CRRk?si=NcU80oFY5Rn543Qd,Vocal,,Jayshree Patnekar,F,,,,
Malgunji,D,Malgunji_4,https://youtu.be/T7RXhwh6lTc?si=f3ZnjazQd9kdQ9Ms,Vocal,,Arun Kashalkar,M,,,,
Malgunji,D,Malgunji_5,https://youtu.be/xhXRCYx_b_c?si=c0UCid5NWFvTNE-B,Vocal,,Krishnarao Shankar Pandit,M,,,,
Malgunji,D,Malgunji_6,https://youtu.be/arubSKCfNBA?si=muCe0Ywrqbg_LX8s,Sitar,,Shahid Parvez,M,,,,
Malgunji,D#,Malgunji_7,https://youtu.be/XOMKtR3hPm8?si=x4Z4zPuyxx25X8MD,Vocal,,Shubhada Paradkar,F,,,,
Malgunji,C#,Malgunji_8,https://youtu.be/bKQ2L8-qYDo?si=ZqUnnDaSUoCxtCz4,Vocal,,Vikas Kashalkar,M,,,,
Malgunji,F,Malgunji_9,https://youtu.be/oX8UKKBB4RI?si=GnawHFnuDVBU_jXj,Vocal,,Vinayakrao Patwardhan,M,,,,
Malkauns,G,Malkauns_1,,Vocal,,Kesarbai Kerkar,F,CompMusic DB,,,
Malkauns,C#,Malkauns_2,,Vocal,,Bade Ghulam Ali Khan,M,CompMusic DB,,,
Malkauns,A,Malkauns_3,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Malkauns,D#,Malkauns_4,,Vocal,,Rajan Sajan Mishra,M,CompMusic DB,,,
Malkauns,D#,Malkauns_5,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Malkauns,C#,Malkauns_6,,Vocal,,Satyasheel Deshpande,M,CompMusic DB,,,
Malkauns,D#,Malkauns_7,,Vocal,,Ulhas Kashalkar,M,CompMusic DB,,,
Malkauns,A,Malkauns_8,,Vocal,,Malini Rajurkar,F,CompMusic DB,,,
Malkauns,D,Malkauns_9,,Vocal,,Rattan Mohan Sharma,M,CompMusic DB,,,
Malkauns,C#,Malkauns_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Mand,C#,Mand_1,https://youtu.be/w8wsO4t3jK0?si=gWPNQYIGgQecOShy,Vocal,,Ajoy Chakraborti,M,,,,
Mand,E,Mand_2,https://youtu.be/YjmAX7rqpNY?si=4NkVrspa-fW7hm8w,Sarangi,,Sultan Khan,M,,,,
Mand,A#,Mand_3,https://youtu.be/Ie4Jwmzt8qU?si=GoUYr-zfrcA27IRy,Vocal,,Manali Bose,F,1001 Bandishes,,,
Mand,D,Mand_4,https://youtu.be/TndC4jTr2Xk?si=VRwn6zyDp8HpOc3-,Sitar,,Nikhil Banerjee,M,,,,
Mand,D,Mand_5,https://www.youtube.com/watch?v=emKJ5_cMEHk,Vocal,,Lata Mangeshkar,F,,,,
Mand,C#,Mand_6,https://www.youtube.com/watch?v=e-g-GESCe20,Vocal,,Lata Mangeshkar,F,,,,
Mand,D,Mand_7,https://www.youtube.com/watch?v=yDeA4nvda3Q,Vocal,,Lata Mangeshkar,F,,,,
Mand,D#,Mand_8,https://www.youtube.com/watch?v=anHvAeEYBQw,Vocal,,Farid Ayaz,M,,,,
Mand,C#,Mand_9,https://www.youtube.com/watch?v=Mh0sQPQs6x0,Vocal,,Lata Mangeshkar,F,,,,
Manj Khamaj,D#,Manj Khamaj_1,https://youtu.be/2MXKu617XBY?si=bp7VOYlHnLsa_t_W,Vocal,,Kaushiki Chakraborti,F,,,,
Manj Khamaj,D,Manj Khamaj_2,https://youtu.be/sUAhqXdPCoo?si=RZsyfuXP9TK-ypKN,Vocal,,Bade Ghulam Ali Khan,M,,,,
Manj Khamaj,D,Manj Khamaj_3,https://youtu.be/nVYvgQNokmo?si=FbdY1ofrT_jlkVxo,Vocal,,Ajoy Chakraborti,M,,,,
Manj Khamaj,F,Manj Khamaj_4,https://youtu.be/K42ldGYcL70?si=hLquXGN_9PriMvVS,Vocal,,Amol Gandharva,M,,,,
Manj Khamaj,G,Manj Khamaj_5,https://youtu.be/FjOsaXzSVrI?si=BBxGA8pkmtsXNEZx,Sitar,,Niladri Kumar,M,,,,
Manj Khamaj,C#,Manj Khamaj_6,https://youtu.be/s7-yc8DOxXY?si=xHp0Hr_lL7Awg-N2,Surbahar,,Annapurna Devi,F,,,,
Manj Khamaj,D,Manj Khamaj_7,https://youtu.be/85xCjeGF4qM?si=Ee7rlxgg0axQen7Y,Sitar,,Shahid Parvez,M,,,,
Manj Khamaj,E,Manj Khamaj_8,https://youtu.be/A0r6HTE8PLw?si=vJ3cvZCuASEGrs7F,Flute,,Hariprasad Chaurasia,M,,,,
Manj Khamaj,A#,Manj Khamaj_9,https://youtu.be/BXygjtc5Oec?si=ffyKkMqY7nd9vRZ7,Vocal,,Manali Bose,F,1001 Bandishes,,,
Manj Khamaj,C#,Manj Khamaj_10,https://youtu.be/NFi2K-rSR1Y?si=Ilg75Tx08L5lrXPg,Vocal,,Bade Ghulam Ali Khan,M,,,,
Maru Bihag,C#,Maru Bihag_1,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Maru Bihag,C#,Maru Bihag_2,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Maru Bihag,C#,Maru Bihag_3,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Maru Bihag,A#,Maru Bihag_4,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Maru Bihag,A#,Maru Bihag_5,,Vocal,,Veena Sahasrabuddhe,F,CompMusic DB,,,
Maru Bihag,C#,Maru Bihag_6,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Maru Bihag,D,Maru Bihag_7,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Maru Bihag,A#,Maru Bihag_8,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Maru Bihag,A#,Maru Bihag_9,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Maru Bihag,A#,Maru Bihag_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Marwa,D,Marwa_1,,Vocal,,Sameehan Kashalkar,M,CompMusic DB,,,
Marwa,D#,Marwa_2,,Vocal,,Vasantrao Deshpande,M,CompMusic DB,,,
Marwa,D,Marwa_3,,Vocal,,Amir Khan,M,CompMusic DB,,,
Marwa,D#,Marwa_4,,Vocal,,C R Vyas,M,CompMusic DB,,,
Marwa,C#,Marwa_5,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Marwa,D,Marwa_6,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Marwa,D#,Marwa_7,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Marwa,D#,Marwa_8,,Vocal,,Shrinivas Joshi,M,CompMusic DB,,,
Marwa,D#,Marwa_9,,Vocal,,Omkar Dadarkar,M,CompMusic DB,,,
Marwa,G#,Marwa_10,,Vocal,,Hirabai Barodekar,F,CompMusic DB,,,
Megh,C,Megh_1,https://youtu.be/gjJFISdrrB4?si=aMlph8ghJ3Q_byCx,Sarod,,Abhishek Lahiri,M,,,,
Megh,C#,Megh_2,https://youtu.be/RXQRtAgZkyU?si=CFD2Y3bK12k-Jnn5,Vocal,,Amir Khan,M,,,,
Megh,D#,Megh_3,https://youtu.be/0zZbbH1kuxc?si=pESgkmWiCbW0IepJ,Vocal,,Rajan Sajan Mishra,M,,,,
Megh,D,Megh_4,https://youtu.be/m-yqt5KBvqQ?si=C_jm8o68zVdwz9vy,Vocal,,Rattan Mohan Sharma,M,,,,
Megh,A#,Megh_5,https://youtu.be/eA2_S9Pyds4?si=0EQBo9nr1Pow0OXL,Vocal,,Kaushiki Chakraborti,F,,,,
Megh,D,Megh_6,https://youtu.be/nriYn6EAq3U?si=QM-QGwEJXeRLmNmp,Vocal,,Rashid Khan,M,,,,
Megh,A#,Megh_7,https://youtu.be/jb-0SlklxzY?si=MMtXOLGUhgLY10Zu,Vocal,,Ashwini Bhide,F,,,,
Megh,A#,Megh_8,https://youtu.be/lnjhms7RgtI?si=IpCg7oYlojuMTUJL,Vocal,,Sawani Shende,F,,,,
Megh,C#,Megh_9,https://youtu.be/3wOvhJccIac?si=o3yt_4wBs4vSjVOM,Vocal,,Ajoy Chakraborti,M,,,,
Megh,D,Megh_10,https://youtu.be/yODqTiXSCFA?si=InEvDWvcZoOuT0f7,Vocal,,Anirudh Verma Collective,M,,,,
Megh Malhar,D#,Megh Malhar_1,https://youtu.be/HeBJ0LHliSo?si=ZNqf4U98krWUqi62,Vocal,,Rashid Khan,M,,,,
Megh Malhar,A#,Megh Malhar_2,https://youtu.be/Y1vG0Zyxp8U?si=0DOMnakEvEca1PsU,Vocal,,Ashwini Bhide,F,,,,
Megh Malhar,A#,Megh Malhar_3,https://youtu.be/PXWa6efHwcA?si=SzHmWJJOFJkjjXPI,Vocal,,"Arati Analikar, Devaki Pandit",F,,,,
Megh Malhar,G#,Megh Malhar_4,https://youtu.be/fu09lxVMHuw?si=qvYWuT43XdEOgDWJ,Vocal,,Priya Purushothaman,F,,,,
Megh Malhar,A#,Megh Malhar_5,https://youtu.be/Xj6WaAzyWBI?si=THLEHlmBu4xmC3v_,Vocal,,Ruchi Fonesca,F,,,,
Megh Malhar,C#,Megh Malhar_6,https://www.youtube.com/watch?v=OHn6a-_Dt5w&list=RDQMjqntcmzWFe4&start_radio=1,Vocal,,Bhimsen Joshi,M,,,,
Miyan ki Malhar,A#,Miyan ki Malhar_1,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Miyan ki Malhar,E,Miyan ki Malhar_2,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Miyan ki Malhar,F,Miyan ki Malhar_3,,Vocal,,Kumar Gandharv,M,CompMusic DB,,,
Miyan ki Malhar,A#,Miyan ki Malhar_4,,Vocal,,Prabha Atre,F,CompMusic DB,,,
Miyan ki Malhar,C#,Miyan ki Malhar_5,,Vocal,,C R Vyas,M,CompMusic DB,,,
Miyan ki Malhar,A#,Miyan ki Malhar_6,,Vocal,,Veena Sahasrabuddhe,F,CompMusic DB,,,
Miyan ki Malhar,D,Miyan ki Malhar_7,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Miyan ki Malhar,D,Miyan ki Malhar_8,,Vocal,,Deborshee Bhattacharya,M,CompMusic DB,,,
Miyan ki Malhar,D,Miyan ki Malhar_9,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Miyan ki Malhar,C#,Miyan ki Malhar_10,,Vocal,,Satyasheel Deshpande,M,CompMusic DB,,,
Multani,E,Multani_1,https://youtu.be/HWukj_DQ8W8?si=_k_-JIUggtWlReBV,Vocal,,Venkatesh Kumar,M,,,,
Multani,D,Multani_2,https://youtu.be/dRkN_2y8Slc?si=IEXhaicHWyHujxj_,Vocal,,Anand Gopal,M,,,,
Multani,E,Multani_3,https://youtu.be/mvl0pOjzHXk?si=4JQ44b0f7BdVS0y7,Flute,,Hariprasad Chaurasia,M,,,,
Multani,E,Multani_4,https://youtu.be/QwONU9X5c5c?si=gCUK52Cde6LNTL02,Vocal,,Venkatesh Kumar,M,,,,
Multani,D#,Multani_5,https://youtu.be/Xvv5qpH_OT8?si=Zq6Hm3-667JWj6Kv,Vocal,,Ulhas Kashalkar,M,,,,
Multani,B,Multani_6,https://youtu.be/bv6Q9G9w0VA?si=Ua945j5qFh3L9rH0,Vocal,,Veena Sahasrabuddhe,F,,,,
Multani,A#,Multani_7,https://youtu.be/1hWAOReJehw?si=MW-vx8ec70nko1r5,Vocal,,Kaushiki Chakraborti,F,,,,
Multani,D#,Multani_8,https://youtu.be/kjgRHd6FaAo?si=MNMATSY8gE_RtbOP,Vocal,,Mallikarjun Mansur,M,,,,
Multani,D#,Multani_9,https://youtu.be/M2dIF09soQo?si=5sA8EdbiLal91aqv,Vocal,,Rashid Khan,M,,,,
Multani,F#,Multani_10,https://youtu.be/7yFnaXK2fNE?si=Cmd2iIF5XONqqDxt,Vocal,,Kumar Gandharv,M,,,,
Nand,C#,Nand_1,https://youtu.be/9z_QhSnekHE?si=cPnCxMHoK9edJAS_,Vocal,,Amir Khan,M,,,,
Nand,D#,Nand_2,https://youtu.be/Y5whMoPfE9s?si=GMjKGIPQPF6RqF3S,Vocal,,Mallikarjun Mansur,M,,,,
Nand,A#,Nand_3,https://youtu.be/BHeuhfWcqT0?si=M8fGDaWNdF6IY79D,Vocal,,Ashwini Bhide,F,,,,
Nand,C#,Nand_4,https://youtu.be/W3kCjgrStW8?si=zhId9Mgo0Kk4TtFn,Vocal,,Omkarnath Havaldar,M,,,,
Nand,E,Nand_5,https://youtu.be/W8gri1p51Qk?si=NMVY4xzwasJgyOpt,Vocal,,Bhuvanesh Komkali,M,,,,
Nand,E,Nand_6,https://youtu.be/49hTmBpJ-vc?si=ZlcVWrTHDeR4I66j,Vocal,,D V Paluskar,M,,,,
Nand,D#,Nand_7,https://youtu.be/32GqvgRfGn8?si=yeoj5zggaDo76CfO,Vocal,,Kashyap Bandhu,M,,,,
Nand,A,Nand_8,https://youtu.be/C8owHKOWTQE?si=MrhZxheSTjT3-3e4,Vocal,,Shruti Abhyankar,F,,,,
Nand,F#,Nand_9,https://youtu.be/PQ7QxpvLo9M?si=bgYZjeSWMXGJv8ux,Vocal,,Kumar Gandharv,M,,,,
Nand,A#,Nand_10,https://www.youtube.com/watch?v=JHgsGsozAl0&list=PLQHNKf9B6MduhBXoGjU3vRVMy5hNPAQ4W,Vocal,,Kishori Amonkar,F,,,,
Nand,D#,Nand_11,https://youtu.be/vdemybLmpss?si=L0MX205FcBc9I8lP,Vocal,,Vasantrao Deshpande,M,,,,
Narayani,B,Narayani_1,https://youtu.be/8vR550wUJno?si=1_3NXlPfiYDN5mwv,Vocal,,Manali Bose,F,1001 Bandishes,,,
Narayani,A#,Narayani_2,https://youtu.be/7nUARP2jpOs?si=DnR5eVWNRaB1aWRG,Vocal,,Malini Rajurkar,F,,,,
Narayani,C#,Narayani_3,https://youtu.be/ADGzWbZzElw?si=BWGk-GXNXd8BWukA,Vocal,,Jayanta Bose,F,,,,
