Raga,Tonic,Filename,Link,Instrument,Gender,Artist,Channel,Bandish,Start time,End time,Notes
Kaushik Dhwani,D,Kaushik Dhwani_4,https://youtu.be/bvkuuo0Y5Ac?si=9Z9oNeyBUFE3eFkc,Vocal,M,Rashid Khan,,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_5,https://youtu.be/ELzfGbt8xlM?si=BpBD0lyq3TD_QrN4,Vocal,M,Ajoy Chakraborti,,,,,
Kaushik Dhwani,E,Kaushik Dhwani_6,https://youtu.be/t9hh_411RYQ?si=AAMGlTwL0M_FXpD9,Flute,M,Rakesh Chaurasia,,,,,
Kaushik Dhwani,D,Kaushik Dhwani_7,https://youtu.be/TiGK1GOa_WU?si=Sane9YkUxBbJ5QEV,Vocal,M,Ustad Salamat Ali & Ustad Nazakat Ali,,,,,
Kaushik Dhwani,G#,Kaushik Dhwani_8,https://youtu.be/vk-nmx17Y_k?si=N7bjVPd2xo7BhEw_,Vocal,F,Fariha Parvez,,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_9,https://youtu.be/r2APW1j9I8I?si=0V_frjQly7eifVz1,Vocal,M,Bade Ghulam Ali Khan,,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_10,https://youtu.be/SbsEHkcpSCw?si=1tE6ifNzTdAN80Zi,Vocal,M,Shahzad Ali Khan,,,,,
Kedar,D,Kedar_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Kedar,E,Kedar_2,,Vocal,M,Jayateerth Mevundi,CompMusic DB,,,,
Kedar,C#,Kedar_3,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_4,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_5,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_6,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_7,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_8,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Kedar,D,Kedar_9,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Kedar,C#,Kedar_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khamaj,C#,Khamaj_1,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Khamaj,C,Khamaj_2,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Khamaj,C,Khamaj_3,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Khamaj,C,Khamaj_4,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Khamaj,C,Khamaj_5,,Vocal,M,Abdul Rashid Khan,CompMusic DB,,,,
Khamaj,C#,Khamaj_6,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khamaj,C#,Khamaj_7,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khamaj,C#,Khamaj_8,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khamaj,C#,Khamaj_9,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khamaj,C#,Khamaj_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Khambhavati,C#,Khambhavati_1,https://youtu.be/3g4I0IzpBbQ?si=D0iCt3nD0GMc63NZ,Vocal,M,Bhimsen Joshi,,,,,
Khambhavati,D#,Khambhavati_2,https://youtu.be/jS_hrCj-4wA?si=5QMJOZGcO6iRiO8O,Vocal,M,D V Paluskar,,,,,
Khambhavati,A#,Khambhavati_3,https://youtu.be/v1w61MlvKAU?si=g-HMb1vN5zTngubc,Vocal,F,Kishori Amonkar,,,,,
Khambhavati,A#,Khambhavati_4,https://youtu.be/DEld5lF_ms0?si=xNJFNay5tfIzKMZ2,Vocal,F,Ashwini Bhide,,,,,
Khambhavati,A#,Khambhavati_5,https://youtu.be/oPT03wh_CuM?si=aOGJhAoQgJO9Q4ZH,Vocal,F,Gangubhai Hangal,,,,,
Khambhavati,D#,Khambhavati_6,https://youtu.be/QNC2oPxD3es?si=CqXHHPsJSG0XxgWw,Vocal,M,Vinayak Torvi,,,,,
Khambhavati,D,Khambhavati_7,https://youtu.be/nuCOB4dl9FA?si=53pKJrevFooLUBhI,Vocal,M,Fareed Hassan,,,,,
Khambhavati,A#,Khambhavati_8,https://youtu.be/ALlftHVVlLk?si=3hYOPWy1sSzWLN8Y,Vocal,F,Devaki Pandit,,,,,
Kirwani,D#,Kirwani_1,https://youtu.be/wM65ML547Ho?si=-4dWUN3Vndh5YwJ-,Vocal,M,Nagesh Adagaonkar,,,,,
Kirwani,E,Kirwani_2,https://youtu.be/ncQaY1iA15U?si=FrCp_j_z6LpcNlWc,Flute,M,Rakesh Chaurasia,,,,,
Kirwani,D,Kirwani_3,https://youtu.be/xrhtPK5-RSM?si=Tz7WYiN_GUEGOhA0,Vocal,M,Rashid Khan,,,,,
Kirwani,C#,Kirwani_4,https://youtu.be/b_BMoFwbNQY?si=lUbe_wsFpAbLPgmI,Vocal,M,Bhimsen Joshi,,,,,
Kirwani,D,Kirwani_5,https://youtu.be/KEygiM7E8yU?si=rgaMA9Oup0U3Hrbq,Vocal,M,Vijay Koparkar,,,,,
Kirwani,A#,Kirwani_6,https://youtu.be/_Uge3_CKQNU?si=V8TagcTjHv6hcGXX,Vocal,F,Manali Bose,1001 Bandishes,,,,
Kirwani,D,Kirwani_7,https://youtu.be/5r0mq_paPxg?si=P3En2mMtLq6rRCl_,Vocal,M,Rashid Khan,,,,,
Kirwani,D#,Kirwani_8,https://youtu.be/i051DNFnd68?si=w52mBivLcEBilrbA,Vocal,M,Krishna Bongane,,,,,
Kirwani,D,Kirwani_9,https://youtu.be/J-wt2snhhQc?si=RSF1xoxsW9umiUyu,Vocal,M,Rashid Khan,,,,,
Kirwani,A,Kirwani_10,https://youtu.be/bRdrbdPif8E?si=FJv-Ui_g28iRZC4b,Vocal,F,Trina Chatterjee,,,,,
Lalit,D,Lalit_1,,Vocal,M,Dattatreya L Velankar,CompMusic DB,,,,
Lalit,A#,Lalit_2,,Vocal,F,Kishori Amonkar,CompMusic DB,,,,
Lalit,A#,Lalit_3,,Vocal,F,Kishori Amonkar,CompMusic DB,,,,
Lalit,F,Lalit_4,,Vocal,M,Omkarnath Thakur,CompMusic DB,,,,
Lalit,F,Lalit_5,,Vocal,M,Omkarnath Thakur,CompMusic DB,,,,
Lalit,C#,Lalit_6,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Lalit,D,Lalit_7,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Lalit,D#,Lalit_8,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Lalit,D#,Lalit_9,,Vocal,M,Omkar Dadarkar,CompMusic DB,,,,
Lalit,C#,Lalit_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Lanka Dahan Sarang,A,Lanka Dahan Sarang_1,https://youtu.be/zV1IG1SepqA?si=dSrF3_Td_2MvB7Nf,Vocal,F,Shruti Sadolikar,,,,,
Lanka Dahan Sarang,G#,Lanka Dahan Sarang_2,https://youtu.be/_zMinS2c9qA?si=N_z1Nw-l-D_PaKu-,Vocal,F,Manjini Asanare,,,,,
Lanka Dahan Sarang,D#,Lanka Dahan Sarang_3,https://youtu.be/s83Fj8SEs-k?si=S1wYHvrY0U5TMb_1,Vocal,M,Mallikarjun Mansur,,,,,
Lanka Dahan Sarang,D#,Lanka Dahan Sarang_4,https://youtu.be/PV15vohXgG0?si=JhnYi21vmpgjqcE8,Vocal,M,Dinkar Panshikar,,,,,
Lanka Dahan Sarang,C#,Lanka Dahan Sarang_5,https://youtu.be/KtmyOUEDpXA?si=wQUlaV84CPC6XFyg,Vocal,M,Vilayat Hussain Khan ,,,,,
Lanka Dahan Sarang,E,Lanka Dahan Sarang_6,https://youtu.be/SprppaO9GYY?si=SwZLg6b6yVeSXMty,Flute,M,Rajendra Prasanna,,,,,
Lanka Dahan Sarang,C,Lanka Dahan Sarang_7,https://youtu.be/k-RfFGPFUOQ?si=8sjZ45XV_f1NBxjf,Sarod,M,Rajeev Taranath ,,,,,
Lanka Dahan Sarang,C,Lanka Dahan Sarang_8,https://youtu.be/CN48HtVdgVU?si=T3E56S3CVSVu5aQ5,Vocal,M,Khadim Hussain Khan,,,,,Recording is not great
Lanka Dahan Sarang,E,Lanka Dahan Sarang_9,https://youtu.be/1s35FHQlESY?si=dVbegNokUS1u9MbB,Sarangi,M,Shakoor Khan,,,,,
Madhukauns,A,Madhukauns_1,,Vocal,F,Aarti Anklikar Tikekar,CompMusic DB,,,,
Madhukauns,D,Madhukauns_2,,Vocal,M,Jagdish Prasad,CompMusic DB,,,,
Madhukauns,A#,Madhukauns_3,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Madhukauns,A#,Madhukauns_4,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Madhukauns,D#,Madhukauns_5,,Vocal,M,Vasantrao Deshpande,CompMusic DB,,,,
Madhukauns,C#,Madhukauns_6,,Vocal,M,Amir Khan,CompMusic DB,,,,
Madhukauns,A#,Madhukauns_7,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Madhukauns,A,Madhukauns_8,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Madhukauns,A,Madhukauns_9,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Madhukauns,D,Madhukauns_10,,Vocal,M,Kaustav Kanti Ganguly,CompMusic DB,,,,
Madhumand Sarang,A#,Madhumand Sarang_1,https://youtu.be/YZujnbeOaO8?si=TKCOs8zIAj2fdU1t,Vocal,F,Veena Sahasrabuddhe,,,,,
Madhumand Sarang,C#,Madhumand Sarang_2,https://youtu.be/vxGSeCi72nE?si=jGnP3hiWIMYz0XMY,Vocal,M,Pt. Jasraj,,,,,
Madhumand Sarang,F#,Madhumand Sarang_3,https://youtu.be/1WpuANyTX1s?si=-JrbVbNF3XNM5sPi,Vocal,M,Kumar Gandharv,,,,,
Madhumand Sarang,D,Madhumand Sarang_4,https://youtu.be/VdostKXHFpo?si=u30Iy34GTvBbUpS5,Vocal,M,Mashkoor Ali Khan,,,,,
Madhumand Sarang,G#,Madhumand Sarang_5,https://youtu.be/DerC0YmGft4?si=xJrcru3JiudaIvgN,Vocal,F,Geeta Gulvady,,,,,
Madhumand Sarang,A#,Madhumand Sarang_6,https://youtu.be/1xv00HKtOcE?si=PZLyHciCSZHF3fsG,Vocal,F,Kishori Amonkar,,,,,
Madhumand Sarang,E,Madhumand Sarang_7,https://youtu.be/ZqgW7I1tpkk?si=fyH16iE1t8aLgcxo,Vocal,M,Kaivalyakumar,,,,,
Madhumand Sarang,D#,Madhumand Sarang_8,https://youtu.be/glqTRXkbRbc?si=ia5zimQE49UwOfaL,Vocal,M,Venkatesh Kumar,,,,,
Madhumand Sarang,C#,Madhumand Sarang_9,https://youtu.be/kjUZzGNqm5g?si=nBtLwXsVo6EH33xt,Sitar,M,Nikhil Banerjee,,,,,
Madhumand Sarang,A#,Madhumand Sarang_10,https://youtu.be/lH15Iv2uX2g?si=i2NqCsPtMV9VWvqE,Vocal,F,Ashwini Bhide,,,,,
Madhuvanti,E,Madhuvanti_1,https://youtu.be/nMo351735os?si=LSQwbSaeIUiv5wY-,Flute,M,Hariprasad Chaurasia,,,,,
Madhuvanti,D,Madhuvanti_2,https://youtu.be/mtCHo-53QGQ?si=H-xlPF6hLFZCO2NQ,Vocal,M,Mahesh Kale,,,,,
Madhuvanti,A#,Madhuvanti_3,https://youtu.be/yFICh0o79bI?si=4bKaCSYB5L-LiRjL,Vocal,F,Kaushiki Chakraborti,,,,,
Madhuvanti,D,Madhuvanti_4,https://youtu.be/CTKBESpQVFY?si=PHyxC3oGIGaQYu3p,Flute,M,Rajendra Prasanna,,,,,
Madhuvanti,C#,Madhuvanti_5,https://youtu.be/F8Rlfm36dN8?si=HX1wMOa-ZVKSrnw4,Vocal,M,Pt. Jasraj,,,,,
Madhuvanti,D#,Madhuvanti_6,https://youtu.be/VTOX-_ecLC4?si=iZmI34Ju1J_b06on,Vocal,F,Subha Ghosh,,,,,
Madhuvanti,A#,Madhuvanti_7,https://youtu.be/GZ3ihpi690I?si=BxnMHVSmei8vilGB,Vocal,F,Parveen Sultana,,,,,
Madhuvanti,D,Madhuvanti_8,https://youtu.be/zgdS5mnaSRU?si=UpE86_OfVaPYeAb5,Vocal,M,Rashid Khan,,,,,
Madhuvanti,A#,Madhuvanti_9,https://youtu.be/aWZdiCjtXC8?si=ZpgODbMQXcbkLN2E,Vocal,F,Prabha Atre,,,,,
Madhuvanti,C#,Madhuvanti_10,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Madhuvanti,A,Madhuvanti_11,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Madhuvanti,D#,Madhuvanti_12,,Vocal,M,"Rajnish Mishra, Ritesh Mishra",CompMusic DB,,,,
Madhuvanti,C#,Madhuvanti_13,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Madhuvanti,C#,Madhuvanti_14,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Madhuvanti,C#,Madhuvanti_15,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Madhuvanti,A,Madhuvanti_16,,Vocal,F,Shubha Mudgal,CompMusic DB,,,,
Madhuvanti,A#,Madhuvanti_17,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Madhuvanti,A#,Madhuvanti_18,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Madhuvanti,A#,Madhuvanti_19,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Malgunji,B,Malgunji_1,https://youtu.be/2Yzi_PWuxLg?si=WDVl4IoAPG93WwWg,Vocal,F,Manali Bose,1001 Bandishes,,,,
Malgunji,G#,Malgunji_2,https://youtu.be/ZO19_pYASog?si=7AMGQRQ8IV-0bE7p,Vocal,F,Shubha Mudgal,,,,,
Malgunji,A,Malgunji_3,https://youtu.be/CYpjCJ1CRRk?si=NcU80oFY5Rn543Qd,Vocal,F,Jayshree Patnekar,,,,,
Malgunji,D,Malgunji_4,https://youtu.be/T7RXhwh6lTc?si=f3ZnjazQd9kdQ9Ms,Vocal,M,Arun Kashalkar,,,,,
Malgunji,D,Malgunji_5,https://youtu.be/xhXRCYx_b_c?si=c0UCid5NWFvTNE-B,Vocal,M,Krishnarao Shankar Pandit,,,,,
Malgunji,D,Malgunji_6,https://youtu.be/arubSKCfNBA?si=muCe0Ywrqbg_LX8s,Sitar,M,Shahid Parvez,,,,,
Malgunji,D#,Malgunji_7,https://youtu.be/XOMKtR3hPm8?si=x4Z4zPuyxx25X8MD,Vocal,F,Shubhada Paradkar,,,,,
Malgunji,C#,Malgunji_8,https://youtu.be/bKQ2L8-qYDo?si=ZqUnnDaSUoCxtCz4,Vocal,M,Vikas Kashalkar,,,,,
Malgunji,F,Malgunji_9,https://youtu.be/oX8UKKBB4RI?si=GnawHFnuDVBU_jXj,Vocal,M,Vinayakrao Patwardhan,,,,,
Malkauns,G,Malkauns_1,,Vocal,F,Kesarbai Kerkar,CompMusic DB,,,,
Malkauns,C#,Malkauns_2,,Vocal,M,Bade Ghulam Ali Khan,CompMusic DB,,,,
Malkauns,A,Malkauns_3,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Malkauns,D#,Malkauns_4,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Malkauns,D#,Malkauns_5,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Malkauns,C#,Malkauns_6,,Vocal,M,Satyasheel Deshpande,CompMusic DB,,,,
Malkauns,D#,Malkauns_7,,Vocal,M,Ulhas Kashalkar,CompMusic DB,,,,
Malkauns,A,Malkauns_8,,Vocal,F,Malini Rajurkar,CompMusic DB,,,,
Malkauns,D,Malkauns_9,,Vocal,M,Rattan Mohan Sharma,CompMusic DB,,,,
Malkauns,C#,Malkauns_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Mand,C#,Mand_1,https://youtu.be/w8wsO4t3jK0?si=gWPNQYIGgQecOShy,Vocal,M,Ajoy Chakraborti,,,,,
Mand,E,Mand_2,https://youtu.be/YjmAX7rqpNY?si=4NkVrspa-fW7hm8w,Sarangi,M,Sultan Khan,,,,,
Mand,A#,Mand_3,https://youtu.be/Ie4Jwmzt8qU?si=GoUYr-zfrcA27IRy,Vocal,F,Manali Bose,1001 Bandishes,,,,
Mand,D,Mand_4,https://youtu.be/TndC4jTr2Xk?si=VRwn6zyDp8HpOc3-,Sitar,M,Nikhil Banerjee,,,,,
Mand,D,Mand_5,https://www.youtube.com/watch?v=emKJ5_cMEHk,Vocal,F,Lata Mangeshkar,,,,,
Mand,C#,Mand_6,https://www.youtube.com/watch?v=e-g-GESCe20,Vocal,F,Lata Mangeshkar,,,,,
Mand,D,Mand_7,https://www.youtube.com/watch?v=yDeA4nvda3Q,Vocal,F,Lata Mangeshkar,,,,,
Mand,D#,Mand_8,https://www.youtube.com/watch?v=anHvAeEYBQw,Vocal,M,Farid Ayaz,,,,,
Mand,C#,Mand_9,https://www.youtube.com/watch?v=Mh0sQPQs6x0,Vocal,F,Lata Mangeshkar,,,,,
Manj Khamaj,D#,Manj Khamaj_1,https://youtu.be/2MXKu617XBY?si=bp7VOYlHnLsa_t_W,Vocal,F,Kaushiki Chakraborti,,,,,
Manj Khamaj,D,Manj Khamaj_2,https://youtu.be/sUAhqXdPCoo?si=RZsyfuXP9TK-ypKN,Vocal,M,Bade Ghulam Ali Khan,,,,,
Manj Khamaj,D,Manj Khamaj_3,https://youtu.be/nVYvgQNokmo?si=FbdY1ofrT_jlkVxo,Vocal,M,Ajoy Chakraborti,,,,,
Manj Khamaj,F,Manj Khamaj_4,https://youtu.be/K42ldGYcL70?si=hLquXGN_9PriMvVS,Vocal,M,Amol Gandharva,,,,,
Manj Khamaj,G,Manj Khamaj_5,https://youtu.be/FjOsaXzSVrI?si=BBxGA8pkmtsXNEZx,Sitar,M,Niladri Kumar,,,,,
Manj Khamaj,C#,Manj Khamaj_6,https://youtu.be/s7-yc8DOxXY?si=xHp0Hr_lL7Awg-N2,Surbahar,F,Annapurna Devi,,,,,
Manj Khamaj,D,Manj Khamaj_7,https://youtu.be/85xCjeGF4qM?si=Ee7rlxgg0axQen7Y,Sitar,M,Shahid Parvez,,,,,
Manj Khamaj,E,Manj Khamaj_8,https://youtu.be/A0r6HTE8PLw?si=vJ3cvZCuASEGrs7F,Flute,M,Hariprasad Chaurasia,,,,,
Manj Khamaj,A#,Manj Khamaj_9,https://youtu.be/BXygjtc5Oec?si=ffyKkMqY7nd9vRZ7,Vocal,F,Manali Bose,1001 Bandishes,,,,
Manj Khamaj,C#,Manj Khamaj_10,https://youtu.be/NFi2K-rSR1Y?si=Ilg75Tx08L5lrXPg,Vocal,M,Bade Ghulam Ali Khan,,,,,
Maru Bihag,C#,Maru Bihag_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Maru Bihag,C#,Maru Bihag_2,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Maru Bihag,C#,Maru Bihag_3,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Maru Bihag,A#,Maru Bihag_4,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Maru Bihag,A#,Maru Bihag_5,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Maru Bihag,C#,Maru Bihag_6,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Maru Bihag,D,Maru Bihag_7,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Maru Bihag,A#,Maru Bihag_8,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Maru Bihag,A#,Maru Bihag_9,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Maru Bihag,A#,Maru Bihag_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Marwa,D,Marwa_1,,Vocal,M,Sameehan Kashalkar,CompMusic DB,,,,
Marwa,D#,Marwa_2,,Vocal,M,Vasantrao Deshpande,CompMusic DB,,,,
Marwa,D,Marwa_3,,Vocal,M,Amir Khan,CompMusic DB,,,,
Marwa,D#,Marwa_4,,Vocal,M,C R Vyas,CompMusic DB,,,,
Marwa,C#,Marwa_5,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Marwa,D,Marwa_6,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Marwa,D#,Marwa_7,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Marwa,D#,Marwa_8,,Vocal,M,Shrinivas Joshi,CompMusic DB,,,,
Marwa,D#,Marwa_9,,Vocal,M,Omkar Dadarkar,CompMusic DB,,,,
Marwa,G#,Marwa_10,,Vocal,F,Hirabai Barodekar,CompMusic DB,,,,
Megh,C,Megh_1,https://youtu.be/gjJFISdrrB4?si=aMlph8ghJ3Q_byCx,Sarod,M,Abhishek Lahiri,,,,,
Megh,C#,Megh_2,https://youtu.be/RXQRtAgZkyU?si=CFD2Y3bK12k-Jnn5,Vocal,M,Amir Khan,,,,,
Megh,D#,Megh_3,https://youtu.be/0zZbbH1kuxc?si=pESgkmWiCbW0IepJ,Vocal,M,Rajan Sajan Mishra,,,,,
Megh,D,Megh_4,https://youtu.be/m-yqt5KBvqQ?si=C_jm8o68zVdwz9vy,Vocal,M,Rattan Mohan Sharma,,,,,
Megh,A#,Megh_5,https://youtu.be/eA2_S9Pyds4?si=0EQBo9nr1Pow0OXL,Vocal,F,Kaushiki Chakraborti,,,,,
Megh,D,Megh_6,https://youtu.be/nriYn6EAq3U?si=QM-QGwEJXeRLmNmp,Vocal,M,Rashid Khan,,,,,
Megh,A#,Megh_7,https://youtu.be/jb-0SlklxzY?si=MMtXOLGUhgLY10Zu,Vocal,F,Ashwini Bhide,,,,,
Megh,A#,Megh_8,https://youtu.be/lnjhms7RgtI?si=IpCg7oYlojuMTUJL,Vocal,F,Sawani Shende,,,,,
Megh,C#,Megh_9,https://youtu.be/3wOvhJccIac?si=o3yt_4wBs4vSjVOM,Vocal,M,Ajoy Chakraborti,,,,,
Megh,D,Megh_10,https://youtu.be/yODqTiXSCFA?si=InEvDWvcZoOuT0f7,Vocal,M,Anirudh Verma Collective,,,,,
Megh Malhar,D#,Megh Malhar_1,https://youtu.be/HeBJ0LHliSo?si=ZNqf4U98krWUqi62,Vocal,M,Rashid Khan,,,,,
Megh Malhar,A#,Megh Malhar_2,https://youtu.be/Y1vG0Zyxp8U?si=0DOMnakEvEca1PsU,Vocal,F,Ashwini Bhide,,,,,
Megh Malhar,A#,Megh Malhar_3,https://youtu.be/PXWa6efHwcA?si=SzHmWJJOFJkjjXPI,Vocal,F,"Arati Analikar, Devaki Pandit",,,,,
Megh Malhar,G#,Megh Malhar_4,https://youtu.be/fu09lxVMHuw?si=qvYWuT43XdEOgDWJ,Vocal,F,Priya Purushothaman,,,,,
Megh Malhar,A#,Megh Malhar_5,https://youtu.be/Xj6WaAzyWBI?si=THLEHlmBu4xmC3v_,Vocal,F,Ruchi Fonesca,,,,,
Megh Malhar,C#,Megh Malhar_6,https://www.youtube.com/watch?v=OHn6a-_Dt5w&list=RDQMjqntcmzWFe4&start_radio=1,Vocal,M,Bhimsen Joshi,,,,,
Miyan ki Malhar,A#,Miyan ki Malhar_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Miyan ki Malhar,E,Miyan ki Malhar_2,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Miyan ki Malhar,F,Miyan ki Malhar_3,,Vocal,M,Kumar Gandharv,CompMusic DB,,,,
Miyan ki Malhar,A#,Miyan ki Malhar_4,,Vocal,F,Prabha Atre,CompMusic DB,,,,
Miyan ki Malhar,C#,Miyan ki Malhar_5,,Vocal,M,C R Vyas,CompMusic DB,,,,
Miyan ki Malhar,A#,Miyan ki Malhar_6,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Miyan ki Malhar,D,Miyan ki Malhar_7,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Miyan ki Malhar,D,Miyan ki Malhar_8,,Vocal,M,Deborshee Bhattacharya,CompMusic DB,,,,
Miyan ki Malhar,D,Miyan ki Malhar_9,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Miyan ki Malhar,C#,Miyan ki Malhar_10,,Vocal,M,Satyasheel Deshpande,CompMusic DB,,,,
Multani,E,Multani_1,https://youtu.be/HWukj_DQ8W8?si=_k_-JIUggtWlReBV,Vocal,M,Venkatesh Kumar,,,,,
Multani,D,Multani_2,https://youtu.be/dRkN_2y8Slc?si=IEXhaicHWyHujxj_,Vocal,M,Anand Gopal,,,,,
Multani,E,Multani_3,https://youtu.be/mvl0pOjzHXk?si=4JQ44b0f7BdVS0y7,Flute,M,Hariprasad Chaurasia,,,,,
Multani,E,Multani_4,https://youtu.be/QwONU9X5c5c?si=gCUK52Cde6LNTL02,Vocal,M,Venkatesh Kumar,,,,,
Multani,D#,Multani_5,https://youtu.be/Xvv5qpH_OT8?si=Zq6Hm3-667JWj6Kv,Vocal,M,Ulhas Kashalkar,,,,,
Multani,B,Multani_6,https://youtu.be/bv6Q9G9w0VA?si=Ua945j5qFh3L9rH0,Vocal,F,Veena Sahasrabuddhe,,,,,
Multani,A#,Multani_7,https://youtu.be/1hWAOReJehw?si=MW-vx8ec70nko1r5,Vocal,F,Kaushiki Chakraborti,,,,,
Multani,D#,Multani_8,https://youtu.be/kjgRHd6FaAo?si=MNMATSY8gE_RtbOP,Vocal,M,Mallikarjun Mansur,,,,,
Multani,D#,Multani_9,https://youtu.be/M2dIF09soQo?si=5sA8EdbiLal91aqv,Vocal,M,Rashid Khan,,,,,
Multani,F#,Multani_10,https://youtu.be/7yFnaXK2fNE?si=Cmd2iIF5XONqqDxt,Vocal,M,Kumar Gandharv,,,,,
Nand,C#,Nand_1,https://youtu.be/9z_QhSnekHE?si=cPnCxMHoK9edJAS_,Vocal,M,Amir Khan,,,,,
Nand,D#,Nand_2,https://youtu.be/Y5whMoPfE9s?si=GMjKGIPQPF6RqF3S,Vocal,M,Mallikarjun Mansur,,,,,
Nand,A#,Nand_3,https://youtu.be/BHeuhfWcqT0?si=M8fGDaWNdF6IY79D,Vocal,F,Ashwini Bhide,,,,,
Nand,C#,Nand_4,https://youtu.be/W3kCjgrStW8?si=zhId9Mgo0Kk4TtFn,Vocal,M,Omkarnath Havaldar,,,,,
Nand,E,Nand_5,https://youtu.be/W8gri1p51Qk?si=NMVY4xzwasJgyOpt,Vocal,M,Bhuvanesh Komkali,,,,,
Nand,E,Nand_6,https://youtu.be/49hTmBpJ-vc?si=ZlcVWrTHDeR4I66j,Vocal,M,D V Paluskar,,,,,
Nand,D#,Nand_7,https://youtu.be/32GqvgRfGn8?si=yeoj5zggaDo76CfO,Vocal,M,Kashyap Bandhu,,,,,
Nand,A,Nand_8,https://youtu.be/C8owHKOWTQE?si=MrhZxheSTjT3-3e4,Vocal,F,Shruti Abhyankar,,,,,
Nand,F#,Nand_9,https://youtu.be/PQ7QxpvLo9M?si=bgYZjeSWMXGJv8ux,Vocal,M,Kumar Gandharv,,,,,
Nand,A#,Nand_10,https://www.youtube.com/watch?v=JHgsGsozAl0&list=PLQHNKf9B6MduhBXoGjU3vRVMy5hNPAQ4W,Vocal,F,Kishori Amonkar,,,,,
Nand,D#,Nand_11,https://youtu.be/vdemybLmpss?si=L0MX205FcBc9I8lP,Vocal,M,Vasantrao Deshpande,,,,,
Narayani,B,Narayani_1,https://youtu.be/8vR550wUJno?si=1_3NXlPfiYDN5mwv,Vocal,F,Manali Bose,1001 Bandishes,,,,
